STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,NAME_1,Geo_NAME,TractPopulation2010,MedINC14,MedINC10,MedINC00,MedINC90,MedHOMVal14,MedHOMVal10,MedHOMVal00,MedHOMVal90,MedRNTVal14,MedRENTVal10,MedRENTVal00,MedRENTVal90,OWNshprate14,OWNshprate10,OWNshprate00,OWNshprate90,shWHITET14,shWHITE10,shWHITE00,shWHITE90,shHISP14,shHISP10,shHISP00,shHISP90,shBLCK14,shBLCK10,shBLCK00,shBLCK90,shASIAN14,shASIAN10,shASIAN00,shASIAN90,POVrate14,POVrate10,POVrate00,POVrate90,shBACH14,shBACH10,shBACH00,shBACH90,shCBRENT14,shCBRENT10,shCBRENT00,shCBRENT90,chMedINC1014,chMedINC0010,chMedINC9000,chMedINC0014,chMedINC9014,chHOMval1014,chHOMval0010,chHOMval9000,chHOMval0014,chHOMval9014,chRENTval1014,chRENTval0010,chRENTval9000,chRENTval0014,chRENTval9014,chOWNrate1014,chOWNrate0010,chOWNrate9000,chOWNrate0014,chOWNrate9014,chBACH1014,chBACH0010,chBACH9000,chBACH0014,chBACH9014,chWHITE1014,chWHITE0010,chWHITE9000,chWHITE0014,chWHITE9014,chHISP1014,chHISP0010,chHISP9000,chHISP0014,chHISP9014,chBLCK1014,chBLCK0010,chBLCK9000,chBLCK0014,chBLCK9014,chASIAN1014,chASIAN0010,chASIAN9000,chASIAN0014,chASIAN9014,chPOVrate1014,chPOVrate0010,chPOVrate9000,chPOVrate9014,chCBRENT1014,chCBRENT0010,chCBRENT9000,chCBRENT0014,chCBRENT9014
25,17,25017353700,3537,Census Tract 3537,Cambridge,Census Tract 3537- Middlesex County- Massachusetts,5365,51955,58273,59970,57315.23,603897,627821,473824.63,481962.47,1584,1568,1345.26,838.3,26,26,24,24,69,69,72,78,10,10,6,5,3,4,4,6,3,1,17,11,19.55,22.88,15.9,8.99,88.14,85.6,75.38,67.32,54,59,48,33,-6318,-1697,2654.77,-8015,-5360.23,-23924,153996.38,-8137.84,130072.38,121934.53,16,222.74,506.96,238.74,745.7,-1,2,0,2,2,2.54,10.22,8.06,12.76,20.82,-1,-3,-6,-3,-9,0,4,1,4,5,-1,0,-2,-1,-3,2,-16,6,-14,-8,-3.32,6.98,6.9,10.56,-5,11,15,6,21
25,17,25017353900,3539,Census Tract 3539,Cambridge,Census Tract 3539- Middlesex County- Massachusetts,7090,49915,41322,45798,44989,483524,631623,508154,410509,1811,1587,1477,1245,12,16,9,8,57,54,61,68,10,7,8,7,6,8,8,8,2,2,23,17,20.69,25.37,25.9,21.18,89.45,89.38,78.99,78.56,62,68,47,50,8593,-4476,809,4117,4926,-148099,123469,97645,-24630,73015,224,110,232,334,566,-4,7,1,3,4,0.07,10.39,0.43,10.46,10.9,3,-7,-7,-4,-12,3,0,1,2,3,-2,0,0,-2,-2,0,-22,6,-21,-15,-4.68,-0.53,4.72,-0.49,-5,21,-2,15,13
25,17,25017354000,3540,Census Tract 3540,Cambridge,Census Tract 3540- Middlesex County- Massachusetts,4366,69858,70754,86038,64164,636939,662362,379018,823127,1832,1652,1630,934,39,38,35,34,66,71,74,83,7,5,5,4,4,2,4,5,2,2,17,8,11.36,13.47,8.06,8.81,87.6,93.27,88.24,81.17,42,61,45,33,-896,-15284,21874,-16180,5694,-25423,283344,-444109,257921,-186188,180,22,696,202,898,1,3,0,4,4,-5.68,5.03,7.07,-0.64,6.43,-5,-4,-9,-9,-18,1,0,1,1,3,2,-1,-1,1,-1,0,-15,9,-15,-6,-2.11,5.41,-0.75,2.55,-18,16,12,-2,10
25,17,25017354100,3541,Census Tract 3541,Cambridge,Census Tract 3541- Middlesex County- Massachusetts,2907,115000,74035,99991.58,77219.52,963999,1086197,641210.81,876400.63,1857,1722,1611.18,924.57,48,48,47,44,76,75,83,87,6,9,4,4,2,6,3,4,2,5,9,5,4.55,14.28,8.64,5.5,90.44,88.7,90.21,78.25,41,51,44,31,40965,-25956.58,22772.06,15008.42,37780.48,-122198,444986.19,-235189.81,322788.19,87598.38,135,110.82,686.61,245.82,932.43,0,0,3,1,4,1.73,-1.51,11.95,0.23,12.18,1,-8,-4,-7,-11,-3,6,0,2,3,-3,3,0,-1,-1,-2,-4,4,-7,-3,-9.72,5.64,3.14,-0.94,-10,6,14,-3,10
25,17,25017369100,3691,Census Tract 3691,Waltham,Census Tract 3691- Middlesex County- Massachusetts,4803,95320,78993,90011.69,84103.59,450991,483466,352373.63,343118.34,1345,1282,1226.12,1319.54,87,84,79,77,85,74,92,96,8,9,2,1,1,7,2,1,1,2,4,2,2.28,0.51,6.06,4.89,49.45,40.25,35.37,24.94,30,22,29,42,16327,-11018.69,5908.1,5308.31,11216.41,-32475,131092.38,9255.28,98617.38,107872.66,63,55.88,-93.41,118.88,25.46,2,5,2,8,10,9.2,4.88,10.44,14.08,24.52,11,-18,-4,-7,-11,-1,7,1,5,7,-6,5,1,-1,0,-1,-2,2,-2,0,1.77,-5.55,1.17,-2.61,8,-7,-13,1,-12
25,17,25017331300,3313,Census Tract 3313,Wilmington,Census Tract 3313- Middlesex County- Massachusetts,6997,115169,115132,101971.16,100425.9,389686,450880,317713.28,321330.78,1079,957,1052.35,511.75,95,93,93,92,92,93,96,98,3,1,1,1,1,2,1,0,1,0,3,1,0.69,1.46,1.53,2.07,40.85,37.55,32.8,24.19,14,43,27,24,37,13160.84,1545.26,13197.84,14743.1,-61194,133166.72,-3617.5,71972.72,68355.22,122,-95.35,540.6,26.65,567.25,2,0,2,1,3,3.3,4.74,8.61,8.05,16.66,-1,-3,-2,-4,-6,2,0,0,2,2,-1,1,0,0,0,1,-3,2,-2,0,-0.76,-0.07,-0.54,-1.37,-29,16,3,-13,-10
25,17,25017332100,3321,Census Tract 3321,Burlington,Census Tract 3321- Middlesex County- Massachusetts,5972,118843,120213,114802.24,111080.36,441435,489005,338681.31,347313.34,0,2062,1487.75,1752.4,95,97,97,95,85,85,89,93,1,1,1,1,1,0,1,1,0,0,9,5,0.03,1.87,2.67,1.17,48.48,43.67,40.94,30.42,0,32,8,42,-1370,5410.76,3721.88,4040.76,7762.64,-47570,150323.69,-8632.03,102753.69,94121.66,0,574.25,-264.65,0,0,-2,0,2,-2,0,4.82,2.73,10.52,7.54,18.06,0,-4,-4,-4,-8,0,0,0,0,0,1,-1,0,0,0,0,-9,4,-9,-5,-1.84,-0.8,1.51,-1.13,-32,23,-34,-8,-42
25,17,25017332300,3323,Census Tract 3323,Burlington,Census Tract 3323- Middlesex County- Massachusetts,6677,95057,88392,106237.27,101244.12,412765,460547,317369.75,323713.81,1411,1562,1323.94,1469.99,79,81,80,77,77,76,82,93,1,1,1,1,5,3,1,1,0,1,16,5,4.39,2.15,0.87,2.59,45.84,46.7,40.86,31.46,51,34,28,39,6665,-17845.27,4993.15,-11180.27,-6187.12,-47782,143177.25,-6344.06,95395.25,89051.19,-151,238.06,-146.05,87.06,-58.99,-2,1,3,0,2,-0.86,5.83,9.4,4.97,14.38,1,-6,-11,-5,-16,-1,0,0,0,-1,2,1,0,3,4,0,-15,11,-15,-4,2.25,1.28,-1.72,1.81,17,6,-11,23,12
25,17,25017333200,3332,Census Tract 3332,Woburn,Census Tract 3332- Middlesex County- Massachusetts,5364,67639,83311,76962.2,81943.2,374538,428722,306050.25,300541.69,1042,1126,1199.73,1213.23,66,61,61,64,89,96,93,96,6,2,2,2,3,1,1,1,0,0,4,1,9.41,2.67,6.21,3.9,34.96,33.32,26.77,21.04,35,25,39,33,-15672,6348.8,-4980.99,-9323.2,-14304.2,-54184,122671.75,5508.56,68487.75,73996.31,-84,-73.73,-13.5,-157.73,-171.23,5,-1,-2,4,2,1.64,6.56,5.73,8.2,13.93,-7,2,-3,-4,-7,4,0,0,4,4,2,0,0,2,2,0,-4,3,-4,-1,6.74,-3.54,2.3,5.51,10,-14,6,-4,2
25,17,25017354200,3542,Census Tract 3542,Cambridge,Census Tract 3542- Middlesex County- Massachusetts,2907,153125,144438,143269.75,131408.34,1016663,1086197,1029027.94,878124,1890,1804,1885.21,1616.64,76,75,65,68,90,91,91,94,3,1,3,2,2,3,2,1,3,1,4,3,5.74,8.73,3.67,4.26,87.3,89.09,86.28,82.69,48,53,37,23,8687,1168.25,11861.41,9855.25,21716.66,-69534,57169.06,150903.94,-12364.94,138539,86,-81.21,268.57,4.79,273.36,1,10,-3,11,8,-1.79,2.81,3.58,1.02,4.6,-1,0,-3,-1,-3,2,-1,1,0,1,-1,1,1,0,1,2,-3,1,-2,0,-2.98,5.06,-0.59,1.48,-5,16,14,11,25
25,17,25017354300,3543,Census Tract 3543,Cambridge,Census Tract 3543- Middlesex County- Massachusetts,3346,63940,80729,73418.66,64789.19,527444,532996,487731.81,422306.75,1526,1628,1292.77,1025.34,42,42,39,37,58,74,75,82,7,5,5,3,10,11,10,11,5,2,10,4,15.94,7.91,6.66,9.1,64.45,61.58,54.06,39.69,45,41,44,37,-16789,7310.34,8629.47,-9478.66,-849.19,-5552,45264.19,65425.06,39712.19,105137.25,-102,335.23,267.43,233.23,500.66,0,3,3,3,5,2.87,7.52,14.37,10.38,24.75,-16,-1,-8,-17,-25,2,0,2,2,5,-1,1,-1,0,-1,4,-9,6,-5,1,8.03,1.25,-2.44,6.84,4,-3,8,0,8
25,17,25017354400,3544,Census Tract 3544,Cambridge,Census Tract 3544- Middlesex County- Massachusetts,1647,111033,110147,109170,82244,702615,678873,599333,578964,1885,1731,1639,1289,67,62,56,47,83,91,80,83,5,3,4,2,3,2,8,12,3,2,8,3,8.1,2.16,3.76,7.34,84.55,83.91,72.59,61.3,45,26,25,39,886,977,26926,1863,28789,23742,79540,20369,103282,123651,154,92,350,246,596,5,6,9,11,20,0.64,11.33,11.29,11.96,23.25,-8,12,-4,4,0,1,0,1,1,3,1,-6,-3,-5,-8,1,-7,6,-5,0,5.94,-1.59,-3.58,0.76,19,1,-14,20,6
25,17,25017333300,3333,Census Tract 3333,Woburn,Census Tract 3333- Middlesex County- Massachusetts,4063,77148,64646,63028.86,63380.79,334380,391248,269478.06,283053.16,1179,1164,1096.58,1174.1,50,43,45,49,80,89,89,94,6,4,5,3,5,3,2,1,2,2,4,2,5.85,10.78,9.74,6.07,31.82,24.57,23.09,20.49,40,45,41,39,12502,1617.14,-351.93,14119.14,13767.21,-56868,121769.94,-13575.09,64901.94,51326.84,15,67.42,-77.52,82.42,4.9,7,-2,-4,5,1,7.25,1.48,2.6,8.72,11.32,-9,1,-6,-8,-14,2,0,1,1,3,2,1,2,3,5,-1,-2,2,-3,0,-4.93,1.04,3.67,-0.22,-6,5,2,-1,1
25,17,25017333400,3334,Census Tract 3334,Woburn,Census Tract 3334- Middlesex County- Massachusetts,6229,80180,77453,75915.89,78928.55,359593,397331,286779.78,294912.59,1288,1238,1166.6,1261.11,69,65,64,64,87,79,87,93,3,7,5,4,2,8,2,1,2,4,6,2,7.3,10.69,7.73,6.72,32.25,26.52,23.58,20.23,45,44,30,34,2727,1537.11,-3012.66,4264.11,1251.45,-37738,110551.22,-8132.81,72813.22,64680.41,50,71.4,-94.5,121.4,26.89,3,1,0,4,5,5.73,2.94,3.36,8.67,12.03,8,-8,-6,0,-6,-3,2,1,-2,-1,-6,6,1,0,1,-2,-2,5,-4,1,-3.39,2.96,1.01,0.58,1,14,-3,15,11
25,17,25017333502,3335.02,Census Tract 3335.02,Woburn,Census Tract 3335.02- Middlesex County- Massachusetts,3273,56250,62230,64246,77364,357255,409713,291002,290887,1011,1050,1030,1172,50,56,49,62,88,77,84,95,7,6,5,2,3,10,2,1,3,2,9,2,7.01,4.69,14.63,6.63,30.35,26.48,33.24,23.16,52,52,42,32,-5980,-2016,-13118,-7996,-21114,-52458,118711,115,66253,66368,-39,20,-142,-19,-161,-6,7,-13,1,-12,3.87,-6.75,10.07,-2.89,7.19,10,-7,-11,4,-7,1,2,2,3,5,-7,7,2,0,2,1,-7,7,-6,1,2.32,-9.94,7.99,0.38,0,10,10,10,20
25,17,25017333600,3336,Census Tract 3336,Woburn,Census Tract 3336- Middlesex County- Massachusetts,6791,81694,77830,77572.48,79370.84,374945,401241,286730.13,296603.03,1515,1571,1343.12,1323.96,42,49,53,56,72,78,85,94,3,2,3,2,8,5,2,1,0,0,10,2,10.14,6.48,4.32,4.69,37.8,36.74,31.36,24.35,39,31,31,33,3864,257.52,-1798.36,4121.52,2323.16,-26296,114510.88,-9872.91,88214.88,78341.97,-56,227.88,19.16,171.88,191.04,-7,-3,-3,-11,-14,1.06,5.37,7.01,6.44,13.45,-6,-6,-10,-13,-22,1,-1,1,0,1,3,3,1,5,6,0,-10,8,-10,-2,3.66,2.16,-0.36,5.45,7,1,-3,8,5
25,17,25017354500,3545,Census Tract 3545,Cambridge,Census Tract 3545- Middlesex County- Massachusetts,2236,83458,86368,95819,67727,743586,847233,710865,878285,1784,1573,1642,875,36,41,40,31,78,72,82,89,6,6,3,3,6,6,2,2,1,0,13,5,12.4,6.41,9.26,8.13,89,85.91,87.7,79.59,38,40,37,32,-2910,-9451,28092,-12361,15731,-103647,136368,-167420,32721,-134699,211,-69,767,142,909,-5,1,9,-4,5,3.09,-1.79,8.11,1.3,9.4,6,-10,-7,-4,-11,0,3,0,3,3,0,4,0,3,3,0,-12,8,-12,-4,5.99,-2.85,1.13,4.27,-2,3,5,1,6
25,17,25017354600,3546,Census Tract 3546,Cambridge,Census Tract 3546- Middlesex County- Massachusetts,4538,82655,64441,69088.05,62361.03,521751,654976,504440.78,426142.94,1752,1457,1179,977,41,32,35,31,62,59,57,61,2,2,4,5,24,27,26,30,0,0,13,4,10.23,16.17,11.83,7.3,72.94,62.52,58.84,46.76,43,41,45,28,18214,-4647.05,6727.02,13566.95,20293.97,-133225,150535.22,78297.84,17310.22,95608.06,295,278,202,573,775,10,-3,4,6,10,10.42,3.68,12.08,14.1,26.18,3,2,-5,6,1,0,-2,-1,-2,-3,-2,1,-4,-2,-5,0,-12,9,-13,-4,-5.95,4.34,4.53,2.92,2,-4,17,-2,16
25,17,25017354700,3547,Census Tract 3547,Cambridge,Census Tract 3547- Middlesex County- Massachusetts,2509,111094,98016,97717,84283.58,656052,692450,541160,524227.31,1511,1938,1682,1120.61,52,52,46,37,79,74,80,82,5,5,4,2,9,4,7,11,3,2,9,5,4.81,5.22,4.88,4.68,85.03,76.78,75.12,60.63,42,50,41,15,13078,299,13433.42,13377,26810.42,-36398,151290,16932.69,114892,131824.69,-427,256,561.39,-171,390.39,1,5,9,6,15,8.25,1.66,14.49,9.91,24.4,5,-6,-2,-1,-3,0,1,1,1,3,5,-2,-4,2,-2,1,-7,4,-6,-2,-0.41,0.34,0.19,0.12,-9,9,26,0,27
25,17,25017354800,3548,Census Tract 3548,Cambridge,Census Tract 3548- Middlesex County- Massachusetts,1903,106250,93545,85839,79751.4,557639,576662,429765,349194.44,1554,1497,1378,1037.86,53,59,49,39,81,87,82,86,6,5,2,3,3,0,6,7,1,3,10,4,5.24,5.54,5.29,4.94,80.73,81.42,71.05,53.8,30,35,40,32,12705,7706,6087.6,20411,26498.6,-19023,146897,80570.56,127874,208444.56,57,119,340.14,176,516.14,-7,10,10,4,13,-0.69,10.36,17.25,9.67,26.92,-6,5,-4,-1,-5,1,3,-1,4,3,3,-6,-1,-3,-4,-1,-7,5,-9,-3,-0.3,0.25,0.35,0.3,-5,-5,8,-10,-2
25,17,25017354900,3549,Census Tract 3549,Cambridge,Census Tract 3549- Middlesex County- Massachusetts,6058,43375,45239,47479.04,48932.61,471426,489331,366398.22,305128.53,1083,1154,809.16,810.53,25,27,27,24,37,41,37,46,8,7,10,9,30,28,29,33,2,0,24,12,18.87,24.28,10.51,15.68,46.7,49.28,40.09,27.85,50,50,30,35,-1864,-2240.04,-1453.57,-4104.04,-5557.61,-17905,122932.78,61269.69,105027.78,166297.47,-71,344.84,-1.37,273.84,272.47,-1,0,2,-1,1,-2.59,9.19,12.24,6.61,18.85,-4,4,-9,0,-9,1,-3,1,-2,-1,1,-1,-4,0,-3,2,-24,12,-22,-10,-5.41,13.77,-5.16,3.19,0,20,-4,20,15
25,17,25017370101,3701.01,Census Tract 3701.01,Watertown Town,Census Tract 3701.01- Middlesex County- Massachusetts,6488,91042,79075,73593.09,83047.98,426896,422422,321858.22,322174.63,1506,1081,1326.11,1408.8,61,65,57,55,79,84,91,94,10,6,2,2,3,0,2,1,1,0,5,3,6.06,9.27,10.27,4.27,49.32,46.68,39.36,33.71,57,36,33,24,11967,5481.91,-9454.88,17448.91,7994.02,4474,100563.78,-316.41,105037.78,104721.38,425,-245.11,-82.69,179.89,97.2,-4,8,2,4,6,2.64,7.32,5.66,9.96,15.62,-5,-7,-3,-12,-15,4,3,0,8,8,2,-1,0,1,1,0,-4,2,-4,-2,-3.21,-1,6,1.79,21,3,8,24,32
25,17,25017370300,3703,Census Tract 3703,Watertown Town,Census Tract 3703- Middlesex County- Massachusetts,5644,74021,67384,80536.47,66246.49,400158,443385,359910.31,322008.38,1450,1499,1433,1337,46,42,39,37,74,84,86,93,7,4,4,3,5,3,2,2,0,1,8,2,10.51,10.41,7.97,7.47,54.54,46.85,42.48,36.94,39,34,32,40,6637,-13152.47,14289.98,-6515.47,7774.51,-43227,83474.69,37901.94,40247.69,78149.63,-49,66,96,17,113,4,3,2,8,9,7.69,4.37,5.54,12.06,17.6,-10,-2,-7,-12,-19,3,0,1,3,4,2,1,0,3,3,-1,-7,5,-7,-2,0.1,2.43,0.51,3.04,5,2,-8,7,-1
25,17,25017334100,3341,Census Tract 3341,Reading,Census Tract 3341- Middlesex County- Massachusetts,6718,105427,121304,120134.77,111445.98,517786,547443,400024.09,399688.69,1786,1288,1121.59,1466.94,73,93,91,89,88,92,97,98,6,2,1,1,1,1,0,0,1,2,2,1,3.76,1.56,1.9,0.35,63.85,63.63,52.62,43.06,35,33,23,31,-15877,1169.23,8688.8,-14707.77,-6018.98,-29657,147418.91,335.41,117761.91,118097.31,498,166.41,-345.35,664.41,319.06,-21,3,2,-18,-16,0.22,11.01,9.56,11.23,20.78,-4,-5,-1,-10,-10,3,2,0,5,5,1,1,0,1,1,-1,0,1,-1,0,2.2,-0.34,1.55,3.41,2,10,-8,12,5
25,17,25017334200,3342,Census Tract 3342,Reading,Census Tract 3342- Middlesex County- Massachusetts,3968,102692,112339,102301.98,87568.02,448856,484878,354125.81,343232.88,1199,1271,1005,1094,73,79,71,70,91,92,96,98,3,4,1,0,0,0,0,0,1,3,3,1,1.77,1.6,3.59,1.88,58.66,58.86,46.87,35.59,23,31,35,31,-9647,10037.02,14733.97,390.02,15123.98,-36022,130752.19,10892.94,94730.19,105623.13,-72,266,-89,194,105,-6,8,1,2,3,-0.21,11.99,11.28,11.79,23.07,-1,-4,-2,-6,-8,-1,3,0,2,3,0,0,0,0,0,-2,1,2,-1,0,0.17,-1.99,1.7,-0.11,-8,-4,3,-12,-9
25,17,25017334400,3344,Census Tract 3344,Reading,Census Tract 3344- Middlesex County- Massachusetts,6456,85909,86163,92648.2,81929.79,384908,414601,328969.25,336773.53,1070,931,1135.98,1301.47,79,83,75,75,90,92,94,98,2,2,1,1,1,0,1,0,0,0,5,1,2.73,2.91,2.4,4.47,44.01,47.22,41.39,33.51,57,52,32,43,-254,-6485.2,10718.41,-6739.2,3979.21,-29693,85631.75,-7804.28,55938.75,48134.47,139,-204.98,-165.5,-65.98,-231.47,-3,8,1,4,5,-3.21,5.83,7.88,2.62,10.5,-2,-1,-4,-3,-8,0,1,0,1,1,1,-1,0,0,1,0,-4,3,-4,-1,-0.18,0.51,-2.07,-1.75,5,20,-12,25,14
25,17,25017335100,3351,Census Tract 3351,Wakefield,Census Tract 3351- Middlesex County- Massachusetts,5728,86316,92091,94402.44,77795.02,429641,441430,330484.84,331021.69,1208,1159,1058.08,1173.02,65,69,65,63,95,98,97,98,1,0,0,1,1,0,1,1,0,0,2,1,3.55,3.29,3.03,5.01,52.49,54.27,42.34,25.92,38,35,29,31,-5775,-2311.44,16607.42,-8086.44,8520.98,-11789,110945.16,-536.84,99156.16,98619.31,49,100.92,-114.94,149.92,34.98,-4,4,1,0,2,-1.78,11.93,16.42,10.16,26.57,-3,1,-1,-2,-3,1,0,0,1,1,1,-1,0,0,0,0,-2,1,-2,0,0.26,0.26,-1.99,-1.47,3,6,-2,9,7
25,17,25017335200,3352,Census Tract 3352,Wakefield,Census Tract 3352- Middlesex County- Massachusetts,5637,86205,100360,96455.45,98058.18,424355,483357,344897.66,346830.47,973,1028,1008.56,1127.95,81,80,77,77,93,94,97,97,4,1,1,1,0,0,0,1,3,0,2,1,4.55,3.44,1.64,3.01,45.27,49.76,43.23,31.38,43,38,24,45,-14155,3904.55,-1602.73,-10250.45,-11853.18,-59002,138459.34,-1932.81,79457.34,77524.53,-55,19.44,-119.38,-35.56,-154.95,1,3,0,4,4,-4.49,6.53,11.85,2.04,13.89,-1,-2,-1,-3,-4,3,0,0,3,3,0,0,0,0,-1,3,-2,1,0,2,1.11,1.8,-1.37,1.54,5,13,-20,19,-2
25,17,25017356100,3561,Census Tract 3561,Arlington,Census Tract 3561- Middlesex County- Massachusetts,3110,116094,92531,85404,79465,491963,555589,436091,292995,1753,1636,1536,1432,47,52,43,43,82,89,90,94,5,2,2,2,0,0,2,2,1,0,6,2,3.88,2.47,3.96,4.86,73.08,64.57,50.59,38.34,28,34,21,21,23563,7127,5939,30690,36629,-63626,119498,143096,55872,198968,117,100,104,217,321,-5,9,0,4,4,8.51,13.98,12.25,22.49,34.74,-7,-1,-4,-8,-12,3,1,-1,3,2,0,-2,1,-2,-2,1,-6,4,-5,-1,1.41,-1.49,-0.9,-0.98,-6,13,0,7,7
25,17,25017355000,3550,Census Tract 3550,Cambridge,Census Tract 3550- Middlesex County- Massachusetts,2689,76742,74306,61179.71,58943.21,529884,589044,404919.03,378289.97,1275,1078,1157.25,942.88,50,47,38,41,68,73,78,88,12,7,3,2,12,11,7,6,3,0,11,5,9.86,9.25,5.96,11.73,62.59,60.82,49.74,33.93,39,36,42,37,2436,13126.29,2236.5,15562.29,17798.79,-59160,184124.97,26629.06,124964.97,151594.03,197,-79.25,214.37,117.75,332.12,3,9,-3,12,9,1.76,11.08,15.82,12.84,28.66,-5,-6,-9,-11,-20,5,4,1,9,11,1,4,1,5,7,3,-11,7,-8,-1,0.61,3.29,-5.77,-1.88,2,-5,5,-3,2
25,17,25017370400,3704,Census Tract 3704,Watertown Town,Census Tract 3704- Middlesex County- Massachusetts,5126,87423,92511,81462.34,77302.27,502028,434261,403396.91,340388.53,1510,1492,1308.72,1437.38,45,50,43,41,77,88,90,94,8,4,3,2,4,1,2,1,3,2,5,2,6.35,6.31,4.5,4.01,61.96,54.71,51.03,46.49,22,24,19,30,-5088,11048.66,4160.07,5960.66,10120.73,67767,30864.09,63008.38,98631.09,161639.47,18,183.28,-128.66,201.28,72.62,-5,7,2,2,4,7.26,3.67,4.55,10.93,15.48,-11,-1,-4,-13,-17,5,1,1,5,6,2,0,0,2,2,0,-3,3,-3,0,0.05,1.81,0.49,2.34,-2,5,-12,3,-9
25,17,25017373100,3731,Census Tract 3731,Newton,Census Tract 3731- Middlesex County- Massachusetts,4755,76821,86032,101641.89,88270.42,646089,684955,493048.47,400277,1718,1631,1530.69,1532.85,49,51,45,45,77,76,87,92,4,3,3,2,6,3,2,2,2,1,9,5,9.33,11.34,5.31,5.25,72.09,69.1,70.06,55.18,59,50,36,23,-9211,-15609.89,13371.47,-24820.89,-11449.42,-38866,191906.53,92771.47,153040.53,245812,87,100.31,-2.15,187.31,185.15,-2,6,0,4,4,2.99,-0.96,14.88,2.03,16.9,0,-10,-5,-10,-15,2,0,1,1,3,4,1,0,4,5,0,-7,4,-7,-3,-2.01,6.03,0.06,4.09,9,14,13,23,36
25,17,25017373300,3733,Census Tract 3733,Newton,Census Tract 3733- Middlesex County- Massachusetts,2799,89063,106923,98993,88748,563536,610334,479823.97,422103,1574,1639,1335,1346,53,64,56,56,84,83,90,93,1,1,1,2,7,3,2,2,0,0,7,4,6.96,2.32,3.36,3.72,59.38,73.38,61.93,48.98,42,36,22,31,-17860,7930,10245,-9930,315,-46798,130510.03,57720.97,83712.03,141433,-65,304,-11,239,228,-10,7,0,-3,-2,-14,11.45,12.95,-2.55,10.4,1,-7,-3,-6,-9,0,0,0,0,-1,5,1,0,5,5,0,-7,4,-7,-4,4.64,-1.04,-0.36,3.24,6,14,-9,20,11
25,17,25017373400,3734,Census Tract 3734,Newton,Census Tract 3734- Middlesex County- Massachusetts,3204,89267,102917,123820.99,106499,683908,673659,573753,508701,1759,1915,1656,1670,57,61,50,49,79,83,89,93,3,5,2,2,0,0,1,1,0,2,8,4,7.54,2.13,0.62,3.29,81.56,74.61,71.42,65.6,45,48,33,35,-13650,-20903.99,17321.99,-34553.99,-17232,10249,99906,65052,110155,175207,-156,259,-14,103,89,-4,11,1,7,7,6.96,3.19,5.83,10.14,15.97,-4,-6,-5,-10,-14,-2,2,0,1,1,0,-1,0,-1,-1,-2,-6,4,-8,-4,5.41,1.51,-2.67,4.25,-3,15,-1,12,10
25,17,25017311900,3119,Census Tract 3119,Lowell,Census Tract 3119- Middlesex County- Massachusetts,2429,25255,27332,26904,23008.28,184524,211700,142476,182381.19,599,593,580,592.87,18,20,16,15,52,43,54,64,23,27,24,18,11,11,3,4,9,21,18,14,42.7,33.06,34.78,30.59,11.63,13.32,8,7.3,43,40,42,47,-2077,428,3895.72,-1649,2246.72,-27176,69224,-39905.19,42048,2142.81,6,13,-12.87,19,6.13,-2,4,1,1,2,-1.69,5.32,0.7,3.63,4.33,9,-11,-10,-2,-12,-4,3,7,-1,5,0,8,-1,8,7,-13,3,4,-9,-6,9.64,-1.72,4.19,12.11,2,-1,-6,1,-5
25,17,25017312000,3120,Census Tract 3120,Lowell,Census Tract 3120- Middlesex County- Massachusetts,2938,42426,65922,40548,47700,180661,229079,145639,166698,1029,1104,839,917,26,37,38,36,38,69,52,63,25,5,21,20,6,5,4,2,16,1,23,15,29.03,22.62,31.7,19.41,7.75,14.55,4.9,3.23,60,39,46,41,-23496,25374,-7152,1878,-5274,-48418,83440,-21059,35022,13963,-75,265,-78,190,112,-12,-1,3,-13,-10,-6.8,9.65,1.66,2.85,4.51,-31,17,-11,-14,-25,20,-16,1,5,5,0,2,2,2,4,15,-22,8,-7,2,6.41,-9.08,12.29,9.62,21,-7,5,14,18
25,17,25017312100,3121,Census Tract 3121,Lowell,Census Tract 3121- Middlesex County- Massachusetts,3149,46228,48069,50575,44652,192047,244829,131611,194452,990,1067,905,975,35,38,32,32,40,50,56,68,27,23,14,10,6,0,2,1,18,3,28,21,21.99,22.75,17.06,23.1,17.1,21.69,14.86,7.38,50,50,40,51,-1841,-2506,5923,-4347,1576,-52782,113218,-62841,60436,-2405,-77,162,-70,85,15,-3,6,0,3,2,-4.59,6.84,7.47,2.25,9.72,-10,-6,-13,-16,-28,4,9,4,13,17,6,-2,1,3,4,15,-25,8,-10,-2,-0.75,5.69,-6.04,-1.1,0,10,-11,10,-1
25,17,25017335400,3354,Census Tract 3354,Wakefield,Census Tract 3354- Middlesex County- Massachusetts,5094,93269,106836,101088.45,82053.71,396193,437194,310924.31,321868.44,1459,1068,1046.46,1231.32,86,87,85,83,93,93,97,99,4,2,1,0,1,0,0,0,1,1,2,1,1.82,1.03,4.25,2.25,39.35,47.79,39.15,27.81,30,37,34,49,-13567,5747.55,19034.73,-7819.45,11215.29,-41001,126269.69,-10944.12,85268.69,74324.56,391,21.54,-184.85,412.54,227.68,0,1,2,1,4,-8.43,8.64,11.34,0.21,11.54,0,-4,-2,-4,-6,2,1,1,3,3,1,0,0,0,1,1,-1,1,0,1,0.79,-3.22,2,-0.43,-7,4,-15,-3,-18
